아파트명,전용면적(㎡),서울시_가계대출,층,건축년도,구,동,도로명,세대별주차대수,좌표X,좌표Y,top_apt,국민평수,1번째_가까운_역_이름,1번째_가까운_역_호선,1번째_가까운_역_거리,5분이하_역_개수,5분초과_10분이하_역_개수,kb부동산지수,target
도곡렉슬,120.8233,406315.8,6,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,0,한티,분당선,363.5903290977232,0,3,46.0,290052.0
도곡렉슬,59.9772,406315.8,19,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,1,한티,분당선,363.5903290977232,0,3,46.0,199350.0
도곡렉슬,59.9818,406315.8,20,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,1,한티,분당선,363.5903290977232,0,3,46.0,207445.0
도곡렉슬,114.9931,406315.8,13,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,0,한티,분당선,363.5903290977232,0,3,46.0,291672.5
도곡렉슬,59.9772,406315.8,6,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,1,한티,분당선,363.5903290977232,0,3,46.0,197560.0
도곡렉슬,59.9818,406315.8,13,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,1,한티,분당선,363.5903290977232,0,3,46.0,203700.0
도곡렉슬,84.9984,406315.8,7,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,1,한티,분당선,363.5903290977232,0,3,46.0,289275.0
도곡렉슬,59.9772,406315.8,8,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,1,한티,분당선,363.5903290977232,0,3,46.0,198055.0
도곡렉슬,84.9984,406315.8,9,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,1,한티,분당선,363.5903290977232,0,3,46.0,288465.0
도곡렉슬,84.9231,407049.7,2,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,1,한티,분당선,363.5903290977232,0,3,41.4,289175.0
도곡렉슬,59.9818,407049.7,22,2006,강남구,도곡동,선릉로 221,1.4800133244503664,127.0505624,37.4935294,0,1,한티,분당선,363.5903290977232,0,3,41.4,212325.0
도곡쌍용예가,107.53,406315.8,1,1978,강남구,도곡동,남부순환로363길 30,1.078125,127.0381249,37.4879855,0,0,양재(서초구청),신분당선,556.3411968439382,0,2,46.0,221641.4
도곡우성,84.83,406315.8,4,1986,강남구,도곡동,남부순환로363길 49,0.8461538461538461,127.0371243,37.488203,0,1,양재(서초구청),3호선,502.4825139006578,0,2,46.0,211184.66666666663
도곡우성,84.83,406315.8,4,1986,강남구,도곡동,남부순환로363길 49,0.8461538461538461,127.0371243,37.488203,0,1,양재(서초구청),3호선,502.4825139006578,0,2,46.0,211184.66666666663
래미안도곡카운티,59.98,404538.4,16,2016,강남구,도곡동,도곡로 320,1.2846347607052897,127.0505537,37.4950706,0,1,한티,분당선,242.25628316410763,1,2,38.0,196425.0
래미안도곡카운티,59.98,404538.4,11,2016,강남구,도곡동,도곡로 320,1.2846347607052897,127.0505537,37.4950706,0,1,한티,분당선,242.25628316410763,1,2,38.0,197585.0
래미안도곡카운티,59.98,407049.7,15,2016,강남구,도곡동,도곡로 320,1.2846347607052897,127.0505537,37.4950706,0,1,한티,분당선,242.25628316410763,1,2,41.4,202345.0
개포래미안포레스트,59.92,404538.4,5,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,38.0,197390.0
개포래미안포레스트,59.92,404538.4,6,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,38.0,197140.0
개포래미안포레스트,136.06,404538.4,27,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,0,구룡,분당선,1011.6348285696644,0,0,38.0,417190.0
개포래미안포레스트,84.86,404538.4,12,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,38.0,253795.0
개포래미안포레스트,96.93,404538.4,23,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,0,구룡,분당선,1011.6348285696644,0,0,38.0,326789.3
개포래미안포레스트,59.92,404538.4,7,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,38.0,198098.0
개포래미안포레스트,84.9,404538.4,25,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,38.0,254835.22
개포래미안포레스트,84.83,406315.8,35,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,46.0,268805.92
개포래미안포레스트,84.83,406315.8,18,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,46.0,265670.0
개포래미안포레스트,59.92,406315.8,7,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,46.0,202901.0
개포래미안포레스트,84.83,406315.8,27,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,46.0,267820.46
개포래미안포레스트,84.86,406315.8,11,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,46.0,270135.22
개포래미안포레스트,84.86,406315.8,15,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,46.0,270415.0
개포래미안포레스트,74.66,406315.8,16,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,46.0,242925.0
개포래미안포레스트,59.92,407049.7,13,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,1,구룡,분당선,1011.6348285696644,0,0,41.4,203832.0
개포래미안포레스트,96.93,407049.7,23,2020,강남구,개포동,개포로 264,1.7251742160278745,127.0538871,37.47864,1,0,구룡,분당선,1011.6348285696644,0,0,41.4,341709.4
대치아이파크,84.93,404538.4,19,2008,강남구,대치동,선릉로 222,1.5247395833333333,127.0545804,37.4950374,0,1,한티,분당선,201.20194266919825,1,2,38.0,267315.0
대치아이파크,59.96,404538.4,2,2008,강남구,대치동,선릉로 222,1.5247395833333333,127.0545804,37.4950374,0,1,한티,분당선,201.20194266919825,1,2,38.0,206560.0
대치아이파크,84.95,404538.4,11,2008,강남구,대치동,선릉로 222,1.5247395833333333,127.0545804,37.4950374,0,1,한티,분당선,201.20194266919825,1,2,38.0,266520.0
은마,76.79,404538.4,14,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,226539.0
은마,84.43,404538.4,5,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,241764.25
은마,76.79,404538.4,12,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,229840.0
은마,84.43,404538.4,12,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,234095.0
은마,76.79,404538.4,7,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,228490.0
은마,84.43,404538.4,1,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,234650.0
은마,84.43,404538.4,9,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,245104.0
은마,76.79,404538.4,1,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,222737.5
은마,76.79,404538.4,4,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,225758.0
은마,84.43,404538.4,11,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,38.0,237422.3333333333
은마,76.79,406315.8,13,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,240854.0
은마,76.79,406315.8,7,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,240474.0
은마,76.79,406315.8,2,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,232870.0
은마,84.43,406315.8,2,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,245753.6666666667
은마,84.43,406315.8,2,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,245753.6666666667
은마,76.79,406315.8,11,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,242705.0
은마,76.79,406315.8,10,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,241675.0
은마,84.43,406315.8,8,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,253290.0
은마,76.79,406315.8,2,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,232870.0
은마,76.79,406315.8,1,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,233070.0
은마,84.43,406315.8,9,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,253185.0
은마,84.43,406315.8,2,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,245753.6666666667
은마,84.43,406315.8,10,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,248100.0
은마,84.43,406315.8,1,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,243472.0
은마,84.43,406315.8,5,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,251015.0
은마,76.79,406315.8,14,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,46.0,240654.0
은마,76.79,407049.7,13,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,41.4,240227.0
은마,76.79,407049.7,11,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,41.4,241365.0
은마,76.79,407049.7,7,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,41.4,238155.0
은마,76.79,407049.7,2,1979,강남구,대치동,삼성로 212,0.6828661844484629,127.0653085,37.4974139,0,1,대치,3호선,344.5040709410952,0,2,41.4,230617.5
개포자이프레지던스,59.98,404538.4,5,2023,강남구,개포동,삼성로 14,1.7425185185185186,127.0713671,37.4855215,1,1,대모산입구,분당선,661.5158157018622,0,2,38.0,212544.3333333333
개포주공7단지,73.26,404538.4,9,1983,강남구,개포동,개포로 516,0.4444444444444444,127.0716669,37.4888519,0,1,대모산입구,분당선,295.32999004568734,1,1,38.0,244323.5
개포주공7단지,73.26,404538.4,8,1983,강남구,개포동,개포로 516,0.4444444444444444,127.0716669,37.4888519,0,1,대모산입구,분당선,295.32999004568734,1,1,38.0,245103.0
개포주공7단지,53.46,406315.8,13,1983,강남구,개포동,개포로 516,0.4444444444444444,127.0716669,37.4888519,0,1,대모산입구,분당선,295.32999004568734,1,1,46.0,208705.0
개포주공7단지,73.26,406315.8,13,1983,강남구,개포동,개포로 516,0.4444444444444444,127.0716669,37.4888519,0,1,대모산입구,분당선,295.32999004568734,1,1,46.0,256870.0
경남1,123.28,404538.4,6,1984,강남구,개포동,언주로 110,1.6607669616519174,127.0541788,37.4845189,0,0,구룡,분당선,486.6888224594423,0,1,38.0,260278.0
경남1,123.28,404538.4,11,1984,강남구,개포동,언주로 110,1.6607669616519174,127.0541788,37.4845189,0,0,구룡,분당선,486.6888224594423,0,1,38.0,266220.0
경남1,96.98,404538.4,4,1984,강남구,개포동,언주로 110,1.6607669616519174,127.0541788,37.4845189,0,0,구룡,분당선,486.6888224594423,0,1,38.0,229624.5
경남1,96.98,406315.8,12,1984,강남구,개포동,언주로 110,1.6607669616519174,127.0541788,37.4845189,0,0,구룡,분당선,486.6888224594423,0,1,46.0,237770.0
경남2차,149.21,404538.4,4,1984,강남구,개포동,언주로 110,1.6607669616519174,127.0541788,37.4845189,0,0,구룡,분당선,486.6888224594423,0,1,38.0,283208.5
디에이치아너힐즈,84.357,404538.4,8,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,1,개포동,분당선,564.0993323340658,0,1,38.0,268137.0
디에이치아너힐즈,59.8732,404538.4,9,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,1,개포동,분당선,564.0993323340658,0,1,38.0,215008.0
디에이치아너힐즈,59.7479,404538.4,19,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,1,개포동,분당선,564.0993323340658,0,1,38.0,219584.0
디에이치아너힐즈,84.3558,406315.8,19,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,1,개포동,분당선,564.0993323340658,0,1,46.0,274422.0
디에이치아너힐즈,84.3558,406315.8,9,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,1,개포동,분당선,564.0993323340658,0,1,46.0,278597.22
디에이치아너힐즈,59.8732,406315.8,22,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,1,개포동,분당선,564.0993323340658,0,1,46.0,224057.0
디에이치아너힐즈,106.6695,406315.8,20,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,0,개포동,분당선,564.0993323340658,0,1,46.0,391678.6
디에이치아너힐즈,59.8732,406315.8,28,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,1,개포동,분당선,564.0993323340658,0,1,46.0,223472.0
디에이치아너힐즈,76.1709,407049.7,24,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,1,개포동,분당선,564.0993323340658,0,1,41.4,265387.5
디에이치아너힐즈,59.7479,407049.7,17,2019,강남구,개포동,삼성로 11,1.5931818181818183,127.0673577,37.4841358,1,1,개포동,분당선,564.0993323340658,0,1,41.4,220059.0
삼익대청,51.12,404538.4,11,1992,강남구,개포동,개포로109길 21,0.340632603406326,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,38.0,131834.0
삼익대청,39.53,404538.4,7,1992,강남구,개포동,개포로109길 21,0.340632603406326,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,38.0,115894.0
삼익대청,60.0,406315.8,1,1992,강남구,개포동,개포로109길 21,0.340632603406326,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,46.0,156626.3333333333
삼익대청,51.12,406315.8,4,1992,강남구,개포동,개포로109길 21,0.340632603406326,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,46.0,143751.6666666667
삼익대청,39.53,406315.8,11,1992,강남구,개포동,개포로109길 21,0.340632603406326,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,46.0,134801.75
삼익대청,51.12,406315.8,4,1992,강남구,개포동,개포로109길 21,0.340632603406326,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,46.0,143751.6666666667
삼익대청,39.53,406315.8,7,1992,강남구,개포동,개포로109길 21,0.340632603406326,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,46.0,134049.0
삼익대청,39.53,407049.7,5,1992,강남구,개포동,개포로109길 21,0.340632603406326,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,41.4,119343.0
삼익대청,39.53,407049.7,1,1992,강남구,개포동,개포로109길 21,0.340632603406326,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,41.4,116611.0
성원대치2단지,33.18,404538.4,9,1992,강남구,개포동,개포로109길 9,0.291500285225328,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,38.0,107928.5
성원대치2단지,33.18,404538.4,14,1992,강남구,개포동,개포로109길 9,0.291500285225328,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,38.0,107756.5
성원대치2단지,49.86,404538.4,1,1992,강남구,개포동,개포로109길 9,0.291500285225328,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,38.0,129122.0
성원대치2단지,49.86,404538.4,1,1992,강남구,개포동,개포로109길 9,0.291500285225328,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,38.0,129122.0
성원대치2단지,33.18,404538.4,12,1992,강남구,개포동,개포로109길 9,0.291500285225328,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,38.0,108807.75
성원대치2단지,49.86,404538.4,7,1992,강남구,개포동,개포로109길 9,0.291500285225328,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,38.0,131740.5
성원대치2단지,39.53,406315.8,13,1992,강남구,개포동,개포로109길 9,0.291500285225328,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,46.0,134236.75
성원대치2단지,39.53,406315.8,1,1992,강남구,개포동,개포로109길 9,0.291500285225328,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,46.0,132709.0
성원대치2단지,49.86,406315.8,11,1992,강남구,개포동,개포로109길 9,0.291500285225328,127.0752094,37.4941774,0,1,대모산입구,분당선,381.4153854005105,0,3,46.0,145680.83333333334
